full_name,team_name,player_position,current_fpl_cost,playing_time_min_percentage,xg_per_90,xag_per_90,yellows_per_90,reds_per_90,clearances_blocks_interceptions_per_90,tackles_per_90,team_xg_per_90,team_xg_against_per_90,opponent_xg_per_90,opponent_xg_against_per_90,opponent_league_position,gameweek,is_at_home,team_league_position
Sean Longstaff,Leeds,Midfielder,48,75.9,0.07,0.24,0.1,0.0,2.35,3.57,1.54,1.38,1.99,0.81,1,24,1,16
Anton Stach,Leeds,Midfielder,49,90.5,0.12,0.25,0.17,0.0,3.07,2.29,1.54,1.38,1.99,0.81,1,24,1,16
Lucas Estella Perri,Leeds,Goalkeeper,45,100.0,0.0,0.0,0.12,0.0,1.0,0.0,1.54,1.38,1.99,0.81,1,24,1,16
Dominic Calvert-Lewin,Leeds,Forward,60,79.05,0.59,0.08,0.06,0.0,0.79,0.54,1.54,1.38,1.99,0.81,1,24,1,16
Noah Okafor,Leeds,Midfielder,55,63.39,0.24,0.1,0.16,0.0,1.63,1.38,1.54,1.38,1.99,0.81,1,24,1,16
Alisson Becker,Liverpool,Goalkeeper,54,100.0,0.0,0.0,0.0,0.0,1.44,0.0,1.73,1.34,1.64,1.17,9,24,1,6
Giorgi Mamardashvili,Liverpool,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.4,0.0,1.73,1.34,1.64,1.17,9,24,1,6
Milos Kerkez,Liverpool,Defender,56,78.43,0.05,0.08,0.23,0.0,4.22,1.99,1.73,1.34,1.64,1.17,9,24,1,6
Virgil van Dijk,Liverpool,Defender,59,100.0,0.06,0.01,0.13,0.0,8.74,0.7,1.73,1.34,1.64,1.17,9,24,1,6
Ibrahima Konaté,Liverpool,Defender,54,96.06,0.06,0.03,0.24,0.0,7.48,1.49,1.73,1.34,1.64,1.17,9,24,1,6
Conor Bradley,Liverpool,Defender,50,71.26,0.02,0.11,0.47,0.0,4.46,1.84,1.73,1.34,1.64,1.17,9,24,1,6
Mohamed Salah,Liverpool,Midfielder,140,94.59,0.38,0.22,0.07,0.0,0.49,0.21,1.73,1.34,1.64,1.17,9,24,1,6
Florian Wirtz,Liverpool,Midfielder,83,82.27,0.26,0.16,0.06,0.0,0.8,1.36,1.73,1.34,1.64,1.17,9,24,1,6
Cody Gakpo,Liverpool,Midfielder,73,78.94,0.37,0.29,0.06,0.0,1.27,0.66,1.73,1.34,1.64,1.17,9,24,1,6
Alexis Mac Allister,Liverpool,Midfielder,62,75.2,0.12,0.09,0.18,0.0,2.29,1.48,1.73,1.34,1.64,1.17,9,24,1,6
Dominik Szoboszlai,Liverpool,Midfielder,66,99.8,0.15,0.16,0.23,0.0,2.46,1.37,1.73,1.34,1.64,1.17,9,24,1,6
Ryan Gravenberch,Liverpool,Midfielder,57,98.2,0.05,0.07,0.19,0.0,3.21,1.7,1.73,1.34,1.64,1.17,9,24,1,6
Hugo Ekitiké,Liverpool,Forward,88,70.89,0.53,0.11,0.0,0.0,1.66,0.5,1.73,1.34,1.64,1.17,9,24,1,6
Antoine Semenyo,Man City,Midfielder,78,100.0,0.38,0.12,0.27,0.0,1.5,1.36,1.96,1.2,,,14,24,0,2
James Trafford,Man City,Goalkeeper,45,100.0,0.0,0.0,0.0,0.0,2.0,0.67,1.96,1.2,,,14,24,0,2
Marc Guéhi,Man City,Defender,52,100.0,0.13,0.09,0.19,0.0,6.62,1.43,1.96,1.2,,,14,24,0,2
Joško Gvardiol,Man City,Defender,59,90.76,0.13,0.03,0.14,0.0,5.67,1.18,1.96,1.2,,,14,24,0,2
Abdukodir Khusanov,Man City,Defender,54,69.38,0.0,0.02,0.16,0.0,6.12,2.42,1.96,1.2,,,14,24,0,2
Matheus Nunes,Man City,Defender,54,92.5,0.03,0.09,0.22,0.0,4.97,2.27,1.96,1.2,,,14,24,0,2
Rúben dos Santos Gato Alves Dias,Man City,Defender,55,94.67,0.02,0.01,0.11,0.0,6.6,0.37,1.96,1.2,,,14,24,0,2
Nico O'Reilly,Man City,Defender,50,81.21,0.13,0.15,0.22,0.0,4.08,2.74,1.96,1.2,,,14,24,0,2
Phil Foden,Man City,Midfielder,84,87.41,0.29,0.23,0.16,0.0,1.1,1.32,1.96,1.2,,,14,24,0,2
Bernardo Mota Veiga de Carvalho e Silva,Man City,Midfielder,62,81.55,0.05,0.15,0.21,0.0,2.06,1.25,1.96,1.2,,,14,24,0,2
Jérémy Doku,Man City,Midfielder,64,66.11,0.2,0.39,0.0,0.0,0.76,1.15,1.96,1.2,,,14,24,0,2
Rodrigo 'Rodri' Hernandez Cascante,Man City,Midfielder,63,62.42,0.01,0.11,0.15,0.0,3.27,2.84,1.96,1.2,,,14,24,0,2
Nico González Iglesias,Man City,Midfielder,59,79.06,0.03,0.05,0.27,0.0,4.26,2.23,1.96,1.2,,,14,24,0,2
Tijjani Reijnders,Man City,Midfielder,52,71.97,0.24,0.19,0.13,0.0,1.67,0.51,1.96,1.2,,,14,24,0,2
Erling Haaland,Man City,Forward,150,93.77,0.94,0.15,0.0,0.0,1.6,0.52,1.96,1.2,,,14,24,0,2
Gianluigi Donnarumma,Man City,Goalkeeper,56,100.0,0.0,0.0,0.25,0.0,1.35,0.0,1.96,1.2,,,14,24,0,2
Max Alleyne,Man City,Defender,43,76.67,0.25,0.02,0.0,0.0,5.33,2.0,1.96,1.2,,,14,24,0,2
Bryan Mbeumo,Man Utd,Midfielder,83,96.73,0.45,0.18,0.17,0.0,0.58,0.82,1.96,1.32,1.15,1.58,7,24,1,4
Altay Bayındır,Man Utd,Goalkeeper,47,100.0,0.0,0.05,0.0,0.0,1.17,0.0,1.96,1.32,1.15,1.58,7,24,1,4
Matthijs de Ligt,Man Utd,Defender,49,100.0,0.1,0.03,0.0,0.0,6.77,1.46,1.96,1.32,1.15,1.58,7,24,1,4
Lisandro Martínez,Man Utd,Defender,48,62.53,0.01,0.06,0.0,0.0,6.81,0.99,1.96,1.32,1.15,1.58,7,24,1,4
Diogo Dalot Teixeira,Man Utd,Defender,45,84.39,0.08,0.11,0.17,0.0,4.38,1.65,1.96,1.32,1.15,1.58,7,24,1,4
Patrick Dorgu,Man Utd,Defender,44,67.02,0.14,0.18,0.34,0.0,3.25,3.18,1.96,1.32,1.15,1.58,7,24,1,4
Luke Shaw,Man Utd,Defender,45,97.87,0.0,0.05,0.18,0.0,3.65,2.16,1.96,1.32,1.15,1.58,7,24,1,4
Leny Yoro,Man Utd,Defender,42,60.53,0.06,0.01,0.0,0.0,5.72,1.75,1.96,1.32,1.15,1.58,7,24,1,4
Ayden Heaven,Man Utd,Defender,38,64.95,0.03,0.05,0.14,0.0,7.78,2.26,1.96,1.32,1.15,1.58,7,24,1,4
Bruno Borges Fernandes,Man Utd,Midfielder,95,96.22,0.43,0.43,0.1,0.0,2.68,1.89,1.96,1.32,1.15,1.58,7,24,1,4
Matheus Santos Carneiro da Cunha,Man Utd,Midfielder,80,77.78,0.29,0.14,0.06,0.0,1.59,1.34,1.96,1.32,1.15,1.58,7,24,1,4
Amad Diallo,Man Utd,Midfielder,62,90.98,0.27,0.2,0.06,0.0,1.96,1.57,1.96,1.32,1.15,1.58,7,24,1,4
Carlos Henrique Casimiro,Man Utd,Midfielder,55,80.74,0.21,0.13,0.29,0.06,4.09,2.93,1.96,1.32,1.15,1.58,7,24,1,4
Benjamin Sesko,Man Utd,Forward,72,64.69,0.6,0.05,0.09,0.0,1.46,0.43,1.96,1.32,1.15,1.58,7,24,1,4
Senne Lammens,Man Utd,Goalkeeper,50,100.0,0.0,0.0,0.0,0.0,0.76,0.06,1.96,1.32,1.15,1.58,7,24,1,4
Nick Pope,Newcastle,Goalkeeper,51,99.48,0.0,0.0,0.06,0.0,1.6,0.06,1.64,1.17,1.73,1.34,6,24,0,9
Lewis Hall,Newcastle,Defender,53,76.88,0.07,0.14,0.08,0.0,5.38,2.49,1.64,1.17,1.73,1.34,6,24,0,9
Fabian Schär,Newcastle,Defender,53,76.11,0.08,0.01,0.08,0.0,8.35,1.16,1.64,1.17,1.73,1.34,6,24,0,9
Sven Botman,Newcastle,Defender,49,75.64,0.03,0.06,0.1,0.0,8.08,0.82,1.64,1.17,1.73,1.34,6,24,0,9
Dan Burn,Newcastle,Defender,50,94.07,0.01,0.02,0.21,0.07,7.31,1.36,1.64,1.17,1.73,1.34,6,24,0,9
Tino Livramento,Newcastle,Defender,49,89.23,0.01,0.05,0.09,0.0,3.35,1.63,1.64,1.17,1.73,1.34,6,24,0,9
Kieran Trippier,Newcastle,Defender,49,89.19,0.01,0.12,0.1,0.0,2.66,1.23,1.64,1.17,1.73,1.34,6,24,0,9
Anthony Gordon,Newcastle,Midfielder,73,73.7,0.42,0.26,0.15,0.08,0.88,0.96,1.64,1.17,1.73,1.34,6,24,0,9
Bruno Guimarães Rodriguez Moura,Newcastle,Midfielder,72,97.46,0.24,0.13,0.2,0.0,1.91,2.2,1.64,1.17,1.73,1.34,6,24,0,9
Jacob Murphy,Newcastle,Midfielder,59,63.58,0.25,0.31,0.0,0.0,0.9,0.63,1.64,1.17,1.73,1.34,6,24,0,9
Joelinton Cássio Apolinário de Lira,Newcastle,Midfielder,59,80.53,0.11,0.11,0.39,0.0,3.63,1.98,1.64,1.17,1.73,1.34,6,24,0,9
Sandro Tonali,Newcastle,Midfielder,53,78.45,0.06,0.1,0.17,0.0,2.74,1.37,1.64,1.17,1.73,1.34,6,24,0,9
Lewis Miley,Newcastle,Midfielder,45,64.91,0.11,0.14,0.0,0.0,3.34,1.91,1.64,1.17,1.73,1.34,6,24,0,9
Aaron Ramsdale,Newcastle,Goalkeeper,48,86.98,0.0,0.01,0.0,0.0,0.81,0.0,1.64,1.17,1.73,1.34,6,24,0,9
Malick Thiaw,Newcastle,Defender,51,93.0,0.14,0.04,0.16,0.0,8.21,1.24,1.64,1.17,1.73,1.34,6,24,0,9
Nick Woltemade,Newcastle,Forward,71,77.78,0.49,0.07,0.0,0.0,1.46,1.0,1.64,1.17,1.73,1.34,6,24,0,9
Oleksandr Zinchenko,"""Nottham Forest""",Defender,49,77.11,0.02,0.12,0.0,0.0,3.58,2.56,1.12,1.67,1.72,1.57,15,24,1,17
Matz Sels,"""Nottham Forest""",Goalkeeper,46,95.32,0.0,0.0,0.06,0.0,1.16,0.06,1.12,1.67,1.72,1.57,15,24,1,17
Nikola Milenković,"""Nottham Forest""",Defender,51,100.0,0.02,0.01,0.17,0.0,7.52,0.7,1.12,1.67,1.72,1.57,15,24,1,17
Murillo Costa dos Santos,"""Nottham Forest""",Defender,52,95.49,0.02,0.01,0.18,0.0,8.45,1.6,1.12,1.67,1.72,1.57,15,24,1,17
Ola Aina,"""Nottham Forest""",Defender,47,96.98,0.01,0.02,0.29,0.0,6.07,1.48,1.12,1.67,1.72,1.57,15,24,1,17
Neco Williams,"""Nottham Forest""",Defender,47,100.0,0.05,0.1,0.17,0.0,3.96,3.0,1.12,1.67,1.72,1.57,15,24,1,17
Jair Paula da Cunha Filho,"""Nottham Forest""",Defender,42,100.0,0.0,0.0,0.0,0.0,9.0,2.0,1.12,1.67,1.72,1.57,15,24,1,17
Felipe Rodrigues da Silva,"""Nottham Forest""",Defender,43,71.92,0.0,0.0,0.51,0.0,6.7,2.4,1.12,1.67,1.72,1.57,15,24,1,17
Morgan Gibbs-White,"""Nottham Forest""",Midfielder,73,96.14,0.27,0.1,0.0,0.0,1.61,0.55,1.12,1.67,1.72,1.57,15,24,1,17
Callum Hudson-Odoi,"""Nottham Forest""",Midfielder,57,68.36,0.14,0.17,0.0,0.0,1.18,0.83,1.12,1.67,1.72,1.57,15,24,1,17
Elliot Anderson,"""Nottham Forest""",Midfielder,53,100.0,0.08,0.07,0.17,0.0,2.7,2.61,1.12,1.67,1.72,1.57,15,24,1,17
Ibrahim Sangaré,"""Nottham Forest""",Midfielder,49,79.56,0.12,0.07,0.17,0.0,4.57,2.59,1.12,1.67,1.72,1.57,15,24,1,17
Chris Wood,"""Nottham Forest""",Forward,72,77.78,0.33,0.03,0.0,0.0,1.0,0.17,1.12,1.67,1.72,1.57,15,24,1,17
Igor Jesus Maciel da Cruz,"""Nottham Forest""",Forward,58,66.72,0.24,0.08,0.0,0.0,1.33,1.12,1.12,1.67,1.72,1.57,15,24,1,17
Dan Ndoye,"""Nottham Forest""",Midfielder,55,72.78,0.08,0.08,0.09,0.0,1.78,1.6,1.12,1.67,1.72,1.57,15,24,1,17
John Victor Maciel Furtado,"""Nottham Forest""",Goalkeeper,40,97.78,0.0,0.0,0.2,0.0,0.82,0.0,1.12,1.67,1.72,1.57,15,24,1,17
Nicolò Savona,"""Nottham Forest""",Defender,45,82.22,0.11,0.05,0.17,0.0,3.25,1.76,1.12,1.67,1.72,1.57,15,24,1,17
Daniel Ballard,Sunderland,Defender,46,81.81,0.21,0.07,0.19,0.0,9.38,1.54,1.02,1.63,0.96,2.24,19,24,1,10
Trai Hume,Sunderland,Defender,45,90.77,0.08,0.05,0.29,0.0,4.22,2.11,1.02,1.63,0.96,2.24,19,24,1,10
Reinildo Mandava,Sunderland,Defender,38,92.14,0.01,0.0,0.39,0.08,5.83,2.1,1.02,1.63,0.96,2.24,19,24,1,10
Jenson Seelt,Sunderland,Defender,40,75.0,0.0,0.0,0.0,0.0,5.41,2.71,1.02,1.63,0.96,2.24,19,24,1,10
Habib Diarra,Sunderland,Midfielder,53,77.22,0.13,0.01,0.43,0.0,1.95,0.87,1.02,1.63,0.96,2.24,19,24,1,10
Enzo Le Fée,Sunderland,Midfielder,49,89.9,0.18,0.11,0.25,0.0,2.21,2.51,1.02,1.63,0.96,2.24,19,24,1,10
Noah Sadiki,Sunderland,Midfielder,49,98.95,0.02,0.02,0.28,0.0,3.22,1.52,1.02,1.63,0.96,2.24,19,24,1,10
Chemsdine Talbi,Sunderland,Midfielder,49,60.2,0.12,0.03,0.0,0.0,1.17,0.68,1.02,1.63,0.96,2.24,19,24,1,10
Granit Xhaka,Sunderland,Midfielder,52,99.24,0.02,0.14,0.18,0.0,4.63,1.61,1.02,1.63,0.96,2.24,19,24,1,10
Robin Roefs,Sunderland,Goalkeeper,50,100.0,0.0,0.03,0.09,0.0,1.0,0.0,1.02,1.63,0.96,2.24,19,24,1,10
Omar Alderete,Sunderland,Defender,41,96.49,0.07,0.02,0.22,0.0,8.73,1.04,1.02,1.63,0.96,2.24,19,24,1,10
Nordi Mukiele,Sunderland,Defender,45,99.79,0.05,0.1,0.19,0.0,7.51,2.39,1.02,1.63,0.96,2.24,19,24,1,10
Lutsharel Geertruida,Sunderland,Defender,45,62.16,0.05,0.02,0.0,0.0,4.08,1.86,1.02,1.63,0.96,2.24,19,24,1,10
Bertrand Traoré,Sunderland,Midfielder,55,72.78,0.09,0.14,0.14,0.0,1.63,1.63,1.02,1.63,0.96,2.24,19,24,1,10
Guglielmo Vicario,Spurs,Goalkeeper,48,100.0,0.0,0.0,0.04,0.0,1.22,0.0,,,1.96,1.2,2,24,1,14
Pedro Porro Sauceda,Spurs,Defender,52,88.5,0.03,0.13,0.25,0.0,4.6,2.13,,,1.96,1.2,2,24,1,14
Cristian Romero,Spurs,Defender,50,95.67,0.1,0.09,0.44,0.06,6.87,2.86,,,1.96,1.2,2,24,1,14
Djed Spence,Spurs,Defender,43,84.83,0.06,0.1,0.18,0.0,3.05,1.61,,,1.96,1.2,2,24,1,14
Destiny Udogie,Spurs,Defender,43,64.85,0.01,0.08,0.14,0.0,2.49,1.8,,,1.96,1.2,2,24,1,14
Micky van de Ven,Spurs,Defender,46,99.65,0.1,0.04,0.27,0.0,5.35,1.14,,,1.96,1.2,2,24,1,14
Mohammed Kudus,Spurs,Midfielder,64,92.22,0.13,0.15,0.17,0.0,0.53,1.7,,,1.96,1.2,2,24,1,14
Rodrigo Bentancur,Spurs,Midfielder,53,80.0,0.05,0.05,0.31,0.0,4.41,2.37,,,1.96,1.2,2,24,1,14
Yves Bissouma,Spurs,Midfielder,52,64.44,0.12,0.0,0.0,0.0,6.64,4.43,,,1.96,1.2,2,24,1,14
Richarlison de Andrade,Spurs,Forward,63,66.24,0.39,0.16,0.29,0.0,3.24,1.06,,,1.96,1.2,2,24,1,14
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,Spurs,Midfielder,55,71.83,0.08,0.04,0.35,0.0,3.33,5.13,,,1.96,1.2,2,24,1,14
Xavi Simons,Spurs,Midfielder,65,73.73,0.09,0.19,0.16,0.08,1.15,1.96,,,1.96,1.2,2,24,1,14
Randal Kolo Muani,Spurs,Forward,69,71.04,0.17,0.07,0.19,0.0,1.07,1.37,,,1.96,1.2,2,24,1,14
Conor Gallagher,Spurs,Midfielder,55,98.33,0.32,0.05,0.0,0.0,1.55,1.55,,,1.96,1.2,2,24,1,14
Alphonse Areola,West Ham,Goalkeeper,43,100.0,0.0,0.0,0.0,0.0,1.37,0.0,1.23,1.96,1.94,1.52,5,24,0,18
El Hadji Malick Diouf,West Ham,Defender,40,91.18,0.03,0.04,0.19,0.0,6.01,1.34,1.23,1.96,1.94,1.52,5,24,0,18
Maximilian Kilman,West Ham,Defender,42,85.22,0.07,0.01,0.23,0.0,8.15,0.94,1.23,1.96,1.94,1.52,5,24,0,18
Konstantinos Mavropanos,West Ham,Defender,44,87.29,0.07,0.0,0.14,0.0,9.49,1.2,1.23,1.96,1.94,1.52,5,24,0,18
Nayef Aguerd,West Ham,Defender,44,100.0,0.04,0.0,0.0,0.0,7.0,0.5,1.23,1.96,1.94,1.52,5,24,0,18
Ollie Scarles,West Ham,Defender,43,79.38,0.03,0.09,0.0,0.0,5.48,3.89,1.23,1.96,1.94,1.52,5,24,0,18
Jean-Clair Todibo,West Ham,Defender,43,94.18,0.0,0.02,0.25,0.0,6.04,1.95,1.23,1.96,1.94,1.52,5,24,0,18
Aaron Wan-Bissaka,West Ham,Defender,41,95.16,0.0,0.06,0.15,0.0,6.57,1.36,1.23,1.96,1.94,1.52,5,24,0,18
Lucas Tolentino Coelho de Lima,West Ham,Midfielder,59,95.31,0.14,0.18,0.29,0.06,1.78,2.38,1.23,1.96,1.94,1.52,5,24,0,18
Crysencio Summerville,West Ham,Midfielder,55,83.33,0.19,0.08,0.2,0.0,1.98,1.5,1.23,1.96,1.94,1.52,5,24,0,18
Freddie Potts,West Ham,Midfielder,44,63.59,0.02,0.11,0.09,0.0,3.48,2.29,1.23,1.96,1.94,1.52,5,24,0,18
Jarrod Bowen,West Ham,Forward,76,100.0,0.29,0.1,0.13,0.0,1.48,1.26,1.23,1.96,1.94,1.52,5,24,0,18
Kyle Walker-Peters,West Ham,Defender,42,64.93,0.11,0.02,0.19,0.0,3.5,3.21,1.23,1.96,1.94,1.52,5,24,0,18
Mads Hermansen,West Ham,Goalkeeper,42,100.0,0.0,0.0,0.0,0.0,1.75,0.0,1.23,1.96,1.94,1.52,5,24,0,18
Mateus Gonçalo Espanha Fernandes,West Ham,Midfielder,55,89.79,0.04,0.07,0.11,0.0,2.8,3.12,1.23,1.96,1.94,1.52,5,24,0,18
Pablo Felipe Pereira de Jesus,West Ham,Forward,55,69.26,0.28,0.06,0.0,0.0,1.03,3.1,1.23,1.96,1.94,1.52,5,24,0,18
Valentín Castellanos,West Ham,Forward,55,95.56,0.71,0.08,0.7,0.0,1.42,0.71,1.23,1.96,1.94,1.52,5,24,0,18
Sam Johnstone,Wolves,Goalkeeper,44,100.0,0.0,0.0,0.0,0.0,2.0,0.17,0.88,1.56,1.75,1.43,13,24,1,20
José Malheiro de Sá,Wolves,Goalkeeper,42,100.0,0.0,0.01,0.09,0.0,1.82,0.0,0.88,1.56,1.75,1.43,13,24,1,20
Emmanuel Agbadou,Wolves,Defender,42,85.73,0.04,0.01,0.09,0.09,7.75,2.5,0.88,1.56,1.75,1.43,13,24,1,20
Matt Doherty,Wolves,Defender,44,85.97,0.01,0.03,0.58,0.0,5.11,1.95,0.88,1.56,1.75,1.43,13,24,1,20
Hugo Bueno López,Wolves,Defender,43,74.17,0.04,0.07,0.07,0.0,4.3,2.35,0.88,1.56,1.75,1.43,13,24,1,20
Yerson Mosquera Valdelamar,Wolves,Defender,43,84.37,0.11,0.06,0.68,0.0,6.45,2.75,0.88,1.56,1.75,1.43,13,24,1,20
Santiago Ignacio Bueno,Wolves,Defender,44,95.16,0.06,0.01,0.15,0.0,5.68,2.39,0.88,1.56,1.75,1.43,13,24,1,20
Toti Gomes,Wolves,Defender,42,83.16,0.0,0.01,0.18,0.09,6.64,1.33,0.88,1.56,1.75,1.43,13,24,1,20
Ki-Jana Hoever,Wolves,Defender,38,60.69,0.0,0.07,0.0,0.0,5.74,2.77,0.88,1.56,1.75,1.43,13,24,1,20
Hwang Hee-chan,Wolves,Midfielder,56,65.56,0.2,0.08,0.25,0.0,1.66,0.7,0.88,1.56,1.75,1.43,13,24,1,20
André Trindade da Costa Neto,Wolves,Midfielder,53,80.91,0.01,0.05,0.39,0.0,3.26,2.58,0.88,1.56,1.75,1.43,13,24,1,20
Marshall Munetsi,Wolves,Midfielder,53,73.76,0.19,0.04,0.21,0.0,4.03,2.17,0.88,1.56,1.75,1.43,13,24,1,20
Jørgen Strand Larsen,Wolves,Forward,61,73.54,0.2,0.03,0.13,0.0,2.02,0.39,0.88,1.56,1.75,1.43,13,24,1,20
Jackson Tchatchoua,Wolves,Defender,44,61.52,0.0,0.11,0.15,0.0,3.93,1.6,0.88,1.56,1.75,1.43,13,24,1,20
Ladislav Krejcí,Wolves,Defender,45,97.47,0.08,0.05,0.11,0.0,5.9,1.03,0.88,1.56,1.75,1.43,13,24,1,20
